from_taxon,Bacteroides,Prevotella,Faecalibacterium,Roseburia,Blautia,Agathobacter,Subdoligranulum,Ruminococcus,Ruminococcus_gnavus_group,Ruminococcaceae_UCG-002,Ruminococcaceae_UCG-005,Ruminococcaceae_NK4A214_group,Lachnospira,Lachnospiraceae_NK4A136_group,Lachnospiraceae_UCG-001,Lachnospiraceae_UCG-004,Lachnoclostridium,Eubacterium_hallii_group,Eubacterium_eligens_group,Eubacterium_coprostanoligenes_group,Coprococcus,Anaerostipes,Dorea,Fusicatenibacter,Butyricicoccus,Christensenellaceae_R-7_group,Oscillibacter,Dialister,Veillonella,Megamonas,Phascolarctobacterium,Parabacteroides,Alistipes,Barnesiella,Odoribacter,Butyricimonas,Bilophila,Desulfovibrio,Sutterella,Parasutterella,Akkermansia,Bifidobacterium,Collinsella,Eggerthella,Enterococcus,Streptococcus,Lactobacillus,Enterobacter,Escherichia_Shigella,Klebsiella,Citrobacter,Clostridium_sensu_stricto_1,Clostridioides,Peptostreptococcus,Finegoldia,Paraprevotella,Romboutsia,Turicibacter,Holdemanella,Intestinibacter,Catenibacterium,Anaerotruncus,Parvimonas,Fusobacterium,Haemophilus,Campylobacter,Helicobacter,Methanobrevibacter,Anaerococcus,Porphyromonas,Alloprevotella,Granulicatella,Actinomyces,Bacillus,Staphylococcus,Corynebacterium,Pseudomonas,Acinetobacter,Enterocloster,Flavonifractor,Butyrivibrio,Clostridiales_vadinBB60_group,Family_XIII_AD3011_group,Monoglobus,Bacteroidetes_unclassified,Firmicutes_unclassified,Lachnospiraceae_unclassified,Ruminococcaceae_unclassified,Bacteroidales_unclassified,Proteobacteria_unclassified,Actinobacteria_unclassified,Verrucomicrobia_unclassified,Erysipelotrichaceae_UCG-003,Erysipelotrichaceae_UCG-006,Erysipelatoclostridium,Senegalimassilia,Slackia,Gordonibacter,Anaerobutyricum,Coprobacter,Murimonas,Anaerofustis,Pseudoflavonifractor,Oscillospira,Anaeroplasma,UCG-010,UCG-014,UCG-003,UCG-009,UCG-013,UCG-007,Rikenellaceae_RC9_gut_group,Candidatus_Saccharimonas,Mitsuokella,Succinivibrio,Succiniclasticum,Victivallis,Anaerovorax,Howardella,Butyricimonas_group
Oscillibacter,-0.01772957,0.00213986,0.11773341,0.02849128,-0.00627192,0.01796908,0.03373120,0.02702697,0.00000186,0.00512292,0.00000000,0.00000000,0.00075480,0.00098744,-0.00318304,-0.00031225,0.00662976,0.00736668,0.00000973,-0.00001201,0.00210369,0.01789077,0.00000000,0.00000000,-0.00057048,0.02048951,-0.01205283,-0.00283887,-0.00006199,-0.00054310,0.00031233,-0.00754471,-0.00534400,-0.00007666,-0.00004495,0.00006417,-0.00454286,0.00012980,0.00517886,-0.00008673,0.00215802,-0.00085926,0.00549232,-0.00003177,-0.01235354,-0.02055303,-0.00763927,-0.02406557,-0.07528647,-0.00601542,-0.06185218,-0.00031725,0.00012186,0.00335502,0.00171632,0.00205746,0.00359805,0.00244670,0.00202576,0.00245844,-0.00033456,0.00003192,0.00010366,0.00234189,-0.01622891,0.00323944,-0.00356919,0.00416576,-0.01798836,0.00054131,0.00241779,0.00056139,0.00067342,-0.00350658,-0.15891181,-0.01780392,-0.00629609,0.00011723,0.00021060,0.00000000,0.00245572,0.00000000,0.00000000,0.00000000,0.00000000,-0.00406098,-0.00008873,0.00000000,0.00022409,0.00190437,0.00233373,0.00425919,-0.00001598,-0.00125474,0.00000000,0.00783188,-0.00131294,0.00012023,0.00853944,0.00280288,0.00044878,0.00024498,-0.00242973,-0.00013130,0.00202839,0.00106850,0.00659013,0.00000000,-0.00015184,-0.00047425,0.00056847,0.00150697,-0.00157942,0.00004906,0.00002502,0.00000000,0.00012958,0.00045215,0.00026523,0.00052156
Dialister,0.00370445,-0.00746537,0.08317109,0.02207836,0.01820724,0.02399303,0.02711037,0.04107913,0.00672199,0.00335581,0.00087013,0.00132217,0.00082094,0.00320902,-0.00049002,-0.00023966,0.00290559,0.00266573,0.00000850,-0.00040304,0.00171652,0.00000165,-0.00032263,0.00000727,0.00316585,0.00194491,0.00267090,-0.04409026,-0.00946797,-0.00376911,0.01217418,-0.00580591,0.03831570,0.00026272,-0.00010797,0.00186026,0.00084975,0.00037893,0.00441456,0.00227347,0.01276015,0.01395637,0.00347862,-0.00156083,-0.01584661,-0.02409371,-0.00394009,-0.00917244,-0.02149620,0.00301309,-0.01553214,0.00084431,0.00001664,0.00310279,-0.00094234,-0.00422243,0.00011931,0.00034455,0.00079737,0.00219651,0.00062889,-0.00089556,-0.00084574,0.00029962,-0.00984200,-0.00343323,0.00717982,-0.00054075,-0.01340513,-0.00080063,0.00074145,-0.00071013,-0.00043708,0.00270732,-0.07401433,0.00028569,-0.13019627,-0.00979987,0.00002136,-0.00057196,-0.00127123,0.00233685,0.00106595,0.00000000,0.00100329,-0.00174427,0.00013705,0.00355522,0.00034699,0.00048522,0.00119892,-0.00000165,-0.00011428,-0.00016616,0.00242461,-0.00007248,-0.00040187,0.00022477,0.00457227,0.00113132,-0.00386722,0.00216411,0.00066474,-0.00026058,0.00093792,0.00036486,0.00674398,-0.00097971,-0.00010785,0.00012995,0.00059825,0.01007539,0.00160771,0.00081023,-0.00447271,0.00000000,-0.00005919,-0.00026307,-0.00001722,0.00008448
Veillonella,-0.01834792,0.10730894,0.01716892,0.01271674,0.03139978,0.01327595,-0.00939438,0.04385692,0.00006895,0.00819167,-0.00031878,0.00027651,0.00211539,0.00113626,0.00459598,0.00013155,0.00394081,0.01361776,0.00018010,0.00013504,-0.00601099,0.00344370,-0.00000249,0.00000633,0.00022477,0.00521567,0.00667441,0.00865674,-0.02656556,0.01595859,0.00175863,-0.01703489,0.00225429,0.00015747,-0.00711112,0.00133734,-0.01336517,-0.00006070,0.01445372,-0.01003041,0.03628265,0.00138467,0.00582111,0.00026580,-0.03078288,-0.02733422,-0.01186528,-0.00951407,-0.06120169,-0.00652659,-0.04917429,0.00047229,0.00002158,-0.00377198,0.00155370,0.01205713,-0.00015233,0.00262725,-0.00181346,-0.00241196,0.00439150,0.00039295,0.00024141,-0.00100487,-0.00751565,0.00443354,-0.00239770,0.00058229,-0.02119085,-0.01154332,0.00261163,0.00121054,-0.00007579,-0.00181410,-0.12514474,-0.01298267,-0.00141170,0.02380028,-0.00090724,-0.00013801,0.00243714,0.00000931,0.00001766,0.00000000,0.00025450,0.00796349,-0.00007559,0.00002270,0.00131333,-0.00129547,0.00269766,-0.00528249,-0.00002018,0.00038071,0.00027772,0.00339583,0.00291345,0.00008665,0.01530574,0.00018403,-0.00019092,0.00126387,0.00963800,-0.00114584,-0.00121121,0.00090226,0.01105474,0.00009377,0.00011810,0.00049472,-0.00019274,0.00078020,-0.00016777,0.00037656,0.00603520,0.00000000,0.00025763,-0.00097567,0.00113938,-0.00007454
Megamonas,0.08036559,0.03138497,0.00851792,0.04954867,-0.01743061,-0.00520469,0.04443421,0.04698185,0.00001369,-0.00362040,0.00073146,0.00001699,0.00185450,0.00015685,-0.00216605,0.00015373,-0.00373145,-0.00577989,0.00008297,0.00030041,0.00318239,0.00249205,0.00002055,-0.00000098,0.00263582,0.01638759,0.01362854,0.01443570,0.00232431,-0.01980071,0.00220301,-0.00877816,-0.00092961,-0.00078759,0.00232331,-0.00036072,0.01774948,-0.00011448,-0.01753139,-0.00415320,0.01576858,-0.00046709,-0.00247220,0.00041719,-0.01738176,-0.03850371,-0.01246177,0.00186875,-0.04644527,0.00385064,0.01999698,-0.00000795,0.00006616,-0.00041555,-0.00432687,0.00114563,0.00081489,0.00005582,-0.00083151,0.00095035,-0.00183985,0.00024067,-0.00001864,-0.00301730,-0.01593264,-0.00069749,-0.00448114,0.01063907,-0.02079398,-0.00378409,-0.00072796,-0.00117125,-0.00122899,-0.00352567,-0.10663342,-0.01503688,-0.02665400,-0.00651795,-0.00001374,0.00011333,0.00218490,0.00019013,0.00000000,0.00000000,0.00013545,0.00024675,0.00019758,0.00000000,0.00063609,-0.00007747,-0.00642018,0.01386934,0.00014500,0.00753762,0.00084468,-0.00011460,-0.00266706,-0.00019233,-0.02065128,-0.00163985,0.00088167,-0.00035555,-0.00271396,-0.00001820,-0.00894062,0.00101232,-0.00651188,-0.00002525,0.00066211,0.00016976,0.00026784,0.01749798,0.00188411,0.00048235,0.00165690,0.00000000,-0.00002330,-0.00024446,0.00097881,0.00292419
Phascolarctobacterium,-0.05135356,0.01165865,0.07872995,0.06096704,0.16019128,0.01604543,0.05516213,0.07982162,-0.00361322,0.00453930,0.00065435,0.00523561,0.00412182,0.00333340,-0.00604598,0.00011407,-0.00312849,0.01601928,-0.00017251,0.00140604,-0.00806032,0.00999118,-0.00033218,0.00000872,0.00021476,0.00826899,0.00303018,-0.01922056,-0.03219889,-0.01361717,-0.05536993,0.00413344,0.01749129,0.00061527,-0.00368604,-0.00208774,0.00193823,-0.00109784,0.04834327,0.01306150,0.02026607,-0.01325702,-0.00056352,0.00191045,-0.04999230,-0.07572653,-0.02840972,-0.01209161,-0.03522551,0.00067064,-0.06002980,-0.00059811,-0.00011090,-0.00491107,-0.00369869,-0.00160177,0.00341437,-0.00189767,0.00008278,-0.00293025,-0.00566631,-0.00043327,0.00130331,0.00543794,0.00868217,0.00393846,0.00468188,0.03702299,-0.00287296,-0.00803754,-0.00012492,-0.00407052,0.00281762,-0.00737438,-0.13381247,0.00710093,-0.07627441,-0.04267940,0.00032260,0.00071457,0.00409787,0.00148196,0.00016524,0.00000000,0.00115137,0.00888917,0.00039590,-0.00152878,-0.00081140,-0.00394504,-0.00278253,-0.01117101,0.00026099,-0.00232821,-0.00145993,0.00893345,0.00434835,0.00003424,0.00965639,0.00306179,-0.00168237,-0.00358990,0.00168759,-0.00020451,0.00767588,0.00380944,-0.00177988,0.00000668,0.00046392,0.00022125,-0.00032698,0.01466010,0.00127410,-0.00100948,-0.00179568,0.00000000,-0.00008659,0.00332803,0.00134927,-0.00326234
Parabacteroides,-0.01687752,0.00518946,0.05568507,0.03362767,0.02293267,0.00280557,0.02727140,0.03884162,-0.00005726,0.00424050,0.00000000,-0.00177061,0.00263298,0.00023547,0.00062663,-0.00004088,0.00312254,0.01295594,0.00099879,-0.00005868,0.00261563,0.00296832,0.00000000,0.00000000,-0.00003968,0.00530229,0.00689704,0.00186207,0.00189285,-0.00091259,-0.00275099,-0.03537013,-0.00532244,0.00018554,-0.00105595,0.00000475,0.00344549,-0.00024490,0.00971195,0.00448991,0.01432139,0.00148653,0.00278176,-0.00051175,-0.02179347,-0.01977609,-0.00586243,0.00158053,-0.03275176,0.00177258,-0.00946573,0.00032191,-0.00000156,-0.00067307,0.00119243,-0.00141184,0.00165526,-0.00009371,0.00192293,-0.00002697,-0.00131612,0.00004351,-0.00071178,0.00006782,-0.00574613,0.00288580,0.00157901,0.01687892,-0.01122493,-0.00502768,-0.00129459,-0.00113888,0.00143230,-0.00070180,-0.05914464,-0.00723958,-0.08065144,-0.00587731,-0.00002108,0.00000000,-0.00126377,-0.00023201,-0.00011884,0.00000000,-0.00025379,0.00166241,0.00002838,0.00008992,-0.00002802,0.00017351,0.00106035,0.00449132,-0.00000693,0.00202874,-0.00102721,0.00180042,-0.00091036,0.00010235,0.00457547,0.00025872,-0.00049479,0.00053185,-0.00002790,-0.00012184,0.00087394,0.00131051,0.00428464,0.00007633,-0.00005877,-0.00028473,0.00028569,0.00641092,0.00037720,-0.00005317,0.00031471,0.00000000,0.00000816,0.00097706,-0.00016397,0.00028296
Alistipes,0.05672792,0.06116871,0.07060194,0.01263421,0.06400103,0.01268002,0.01846110,0.01717254,0.00025555,0.00066593,0.00229112,0.00227994,-0.00580976,0.00121683,-0.00597114,-0.00006412,-0.00014305,0.02170861,-0.00148561,0.00038355,0.00052957,-0.00431548,0.00172260,0.00001155,0.00003288,0.01280122,-0.00146811,0.05414893,-0.00242708,0.00207064,-0.00502183,-0.00521138,-0.04433927,0.00010696,0.00142610,-0.00259341,-0.00113820,-0.00021412,0.01249261,-0.01417556,0.03291539,-0.00131649,-0.01008265,-0.00278834,-0.02449403,0.01063851,-0.02264977,0.01552754,-0.09720609,-0.00240238,-0.00208695,0.00072806,-0.00005620,0.00405724,0.00108234,0.00272745,-0.00049739,0.00098394,-0.00084002,0.00064205,-0.00428551,-0.00365126,0.00079237,-0.00138495,-0.05391628,0.00159001,0.00125092,0.00953741,-0.03617953,-0.01190337,-0.00046745,-0.00405166,0.00131514,-0.00168200,-0.14802349,-0.01910601,0.01129639,-0.06741666,-0.00080553,0.00389138,-0.00065230,-0.00217782,0.00069567,0.00000000,-0.00107465,-0.00181363,0.00010515,0.00045719,0.00044123,0.00108787,0.00111312,-0.00421226,0.00022823,0.00236734,0.00574289,0.00650453,-0.00263253,0.00013240,0.00344485,0.00083311,0.00200623,-0.00207533,0.00220529,0.00585722,0.00071076,0.00003689,-0.00404575,0.00066748,0.00014823,0.00235151,0.00026916,0.01111716,-0.00193944,-0.00206227,-0.00778735,0.00000000,0.00022494,0.00185012,0.00066613,-0.00145496
Barnesiella,-0.01624032,0.10087750,-0.00034450,0.00730089,-0.00674566,-0.00790006,-0.00274953,-0.01952235,0.00000000,-0.00261065,-0.00075800,0.00000000,0.00062898,-0.00000575,-0.00107798,0.00000000,-0.00245232,-0.00396952,-0.00011518,0.00000000,0.00000166,-0.00044319,0.00000000,0.00000000,0.00002633,-0.00207955,0.00001322,-0.00158408,0.00890461,0.00705104,0.00205749,-0.00162908,0.00237264,-0.00032978,-0.00098223,0.00353619,0.00102360,0.00011849,-0.00392052,0.00100519,-0.00495208,-0.00029602,0.00164710,0.00142002,-0.00491107,-0.01471573,-0.00070113,-0.00417447,-0.00602370,-0.00052571,-0.00874131,-0.00038480,-0.00002323,-0.00101655,0.00005540,0.00688181,-0.00015905,-0.00036285,0.00016459,-0.00032420,0.00030280,0.00093754,0.00000000,-0.00024665,-0.00528491,0.00272682,-0.00203226,-0.00139912,-0.00157973,-0.00264907,0.00018340,-0.00139764,-0.00006398,-0.00201459,-0.02010179,-0.00125155,-0.00200939,0.00821585,0.00010161,0.00000289,-0.00095338,0.00000000,0.00000000,0.00000000,0.00000000,-0.00152796,0.00000000,0.00000000,-0.00006403,-0.00015846,-0.00214540,-0.00083743,0.00004064,0.00029944,0.00000000,-0.00252754,0.00010739,-0.00014255,-0.00579525,0.00000000,0.00000871,-0.00030853,-0.00090417,-0.00011616,-0.00161671,0.00018860,-0.00367399,0.00000000,0.00000000,-0.00004066,-0.00003888,0.00329704,0.00057154,0.00004064,0.00070747,0.00000000,0.00000000,-0.00098067,0.00138184,-0.00019218
Odoribacter,-0.00527809,0.00967893,0.01959671,0.02324597,-0.03842357,-0.00854641,0.02185019,0.00233347,0.00000000,0.00202579,0.00000000,0.00000000,0.00375466,0.00041078,0.00078909,0.00027012,-0.00411675,-0.00123479,0.00158464,-0.00000389,-0.00381424,0.00598475,0.00000000,0.00000000,0.00084525,0.01289343,-0.00308441,-0.00175218,0.00218792,-0.00176181,-0.00282859,0.01540514,0.02008544,-0.00001715,-0.00775753,-0.00008036,0.00510709,-0.00004398,-0.00370193,0.00394039,-0.01604977,0.00039968,0.00215306,-0.00006064,-0.01333237,-0.03990431,-0.00924777,-0.00154069,-0.01541487,0.00068966,-0.01038779,0.00024790,0.00009966,-0.00176516,-0.00102617,0.00225924,0.00184634,0.00098957,0.00112513,-0.00309619,0.00696995,0.00004392,-0.00007811,0.00499600,-0.01327324,0.00242782,-0.00239364,0.01692443,-0.00828202,-0.00166525,0.00528374,0.00125946,-0.00300977,-0.00367375,-0.03153530,0.00550355,-0.00503981,-0.00006716,0.00014864,0.00000000,0.00440235,0.00000000,0.00000000,0.00000000,0.00000000,0.00840366,0.00000000,0.00000000,-0.00020503,-0.00257762,-0.00206709,-0.00071205,0.00000000,0.00798347,0.00000000,0.00286789,0.00098069,0.00009137,0.00895724,0.00401947,-0.00032190,0.00065447,0.00281712,-0.00000217,0.00243086,0.00075824,0.00258737,0.00000000,0.00000000,-0.00031749,0.00014878,-0.00629506,-0.00190754,-0.00001194,-0.00144510,0.00000000,-0.00009763,-0.00326994,0.00035101,0.00531077
Butyricimonas,-0.03261083,0.00489085,-0.02439306,0.00093729,-0.00730057,0.00000381,0.00000000,-0.00750888,0.00000504,0.00007129,0.00155468,-0.00018025,0.00000000,0.00000000,0.00132757,0.00000000,-0.00047519,-0.00145032,0.00000000,0.00132572,0.00000000,0.00048026,-0.00039906,0.00000987,0.00000000,0.00000000,0.00008851,0.00558450,0.01112718,0.00659029,-0.01916339,0.00000000,-0.00257136,0.00028999,0.00032427,-0.01285409,0.00046502,0.00005132,-0.00722981,-0.00146810,0.00055696,0.00356161,0.00003207,0.00039852,-0.00243175,0.00699933,0.00142108,-0.00043042,0.01494047,0.00091240,-0.00015891,0.00024126,0.00023045,-0.00082560,-0.00047274,-0.00615643,0.00000000,0.00000000,-0.00006820,-0.00022616,0.00000000,0.00089824,0.00000000,0.00000000,0.01194702,0.00302235,-0.00000708,0.00000000,0.01200488,-0.00369977,-0.00017404,-0.00007783,-0.00066786,-0.00041240,0.01179591,-0.00063201,-0.00085819,0.00099493,0.00158577,0.00261640,0.00000000,-0.00159701,0.00000000,0.00000000,-0.00050669,0.00004000,0.00000000,0.00000000,0.00034133,-0.00044175,-0.00126587,0.00116652,0.00009468,0.00000000,-0.00174258,0.00039302,0.00000000,0.00001980,0.00000000,-0.00001076,0.00302147,0.00000000,0.00000000,-0.00313511,0.00166049,0.00000000,0.00137215,0.00009849,0.00000000,-0.00083142,0.00000000,0.00178471,0.00007807,-0.00099636,-0.01279718,0.00000000,0.00000000,0.00000000,0.00150194,0.00124617
Bilophila,-0.08831614,-0.07885783,0.08083492,-0.00492468,0.01927300,0.01319811,0.01329712,0.04981203,-0.00530155,0.00162099,0.00191725,-0.01502294,0.00018706,-0.00118710,0.00361756,-0.00152994,0.00457758,0.01110225,0.00009520,0.00005170,0.00181645,0.00779206,-0.00112449,0.00000528,-0.00144042,0.00581480,0.00146805,-0.00426447,-0.02559921,-0.00485297,0.01809761,-0.03372629,-0.04749168,-0.00015911,0.00018838,0.00365645,-0.03059977,-0.00181678,0.01645338,0.01505410,0.01112556,-0.01538431,0.00406312,-0.00381946,-0.00742879,0.02001094,-0.00532280,0.00089913,0.01609031,0.00309397,-0.00034024,0.00186175,-0.00000314,-0.00160598,0.00354624,0.00883424,0.00043231,0.00112007,0.00187859,0.00300287,-0.00117233,-0.00315409,-0.00218446,0.00154973,-0.02761211,0.00339591,-0.00263908,0.00846294,-0.01191812,-0.02421216,-0.00342957,-0.01012230,0.00035965,0.00154969,0.00706009,0.00397406,0.05921391,-0.04124372,0.00140435,0.00115921,-0.00010105,-0.00406798,-0.00080959,0.00000000,-0.00039175,0.00470485,-0.00019384,0.00048839,0.00081053,0.00116705,0.00419760,0.00368169,0.00002223,0.00095496,-0.00393943,0.00221760,0.00136762,0.00009841,0.01400618,-0.00000377,0.00448379,0.00109158,0.00269537,0.00124242,0.00187285,0.00008343,0.00895817,-0.00055632,-0.00004868,0.00396155,0.00052651,0.01034900,0.00207470,-0.00137777,-0.01633298,0.00000000,-0.00001664,-0.00026737,0.00186038,0.00610844
Desulfovibrio,0.02703443,0.00254641,-0.00658991,-0.00346864,-0.03117330,0.00757964,0.00438976,0.01874540,0.00191803,-0.00111338,0.00000000,-0.00394888,0.00095762,-0.00121996,0.00195877,0.00006575,0.00210558,0.00192288,0.00041379,0.00000000,0.00032522,0.00594360,0.00000000,0.00000000,0.00102092,0.01157853,0.00191524,0.00992018,0.00012994,0.00068753,-0.00575577,0.00055622,-0.03879422,0.00004353,0.00095145,0.00002176,-0.01129060,-0.00778729,0.00893291,0.00413519,0.00743360,-0.01387907,0.00105767,-0.00007266,-0.01161337,-0.01878507,0.00868411,0.00341989,-0.00720100,0.00038837,0.01290452,0.00000000,0.00000000,0.00162792,-0.00013036,0.00034823,0.00035515,0.00369104,0.00034913,0.00020069,0.00026052,0.00014386,-0.00138558,0.00106644,0.00578926,0.00184995,-0.01277593,0.00548574,-0.00026092,-0.00029058,-0.00098799,0.00049700,0.00017411,0.00149971,0.02394087,0.00143895,-0.01141675,-0.00734836,0.00010882,0.00000000,0.00101884,0.00080313,-0.00211061,0.00000000,0.00014684,0.00352520,0.00000000,-0.00131946,-0.00014588,0.00069645,0.00015946,0.00674689,0.00003058,0.00023368,-0.00395376,0.00367814,0.00145820,0.00000000,0.00333462,-0.00399833,0.00098307,-0.00062525,0.00277662,0.00002638,0.00043528,0.00010882,0.00267647,0.00083723,0.00000000,0.00000000,0.00016868,-0.00054149,0.00139291,0.00023941,-0.00087942,0.00000000,0.00000000,-0.00000653,-0.00127371,0.00211112
Sutterella,-0.03983349,0.01892336,0.08442989,0.03106530,-0.01516075,0.02602282,0.02287215,0.02914829,0.00416996,0.00187402,0.00199767,0.00409200,0.00172999,0.00008339,-0.00078583,0.00049298,0.00161197,0.00582951,0.00084208,0.00042354,0.00414403,0.00638593,-0.00099546,0.00000408,0.00229990,0.01097769,0.00036336,0.01069517,0.03091556,0.00738010,-0.01222264,0.00867586,-0.01278164,-0.00031293,0.00006757,-0.00298676,0.00457574,-0.00169597,-0.03726936,0.00716584,0.01107349,0.01459072,0.01092634,0.00618985,-0.03942076,-0.03780108,-0.01022620,0.00244618,-0.05377667,-0.00051123,0.00665206,0.00027568,-0.00004722,0.00504995,0.00263159,-0.00282094,0.00002261,0.00102225,0.00192085,-0.00119818,0.00259121,-0.00220491,-0.00044835,0.00271045,0.01921340,0.00600807,0.00408465,0.00029780,0.00626108,0.00651630,0.00480452,0.00005281,-0.00023050,0.00248629,-0.01795144,-0.00455305,-0.21088856,-0.02437648,0.00027127,0.00155303,0.00018347,0.00204253,-0.00005966,0.00000000,0.00141761,-0.00309776,0.00002317,0.00267689,-0.00104076,0.00139825,0.00078230,0.00591120,-0.00006493,0.00067949,0.00416843,0.00444033,-0.00059234,0.00005292,0.00650202,0.00138982,0.00407164,0.00198765,-0.00040598,0.00200282,0.00247661,0.00053050,0.00262049,0.00219063,-0.00012770,-0.00253714,0.00088603,0.00489608,0.00103664,0.00041731,-0.00469654,0.00000000,0.00011326,-0.00109215,-0.00174525,0.00607365
Parasutterella,0.04778220,-0.03465197,0.09414603,0.03278511,0.01165106,0.02443249,0.03544055,0.04971600,-0.00001431,0.00329619,0.00314554,0.00000126,0.00203304,0.00056838,0.00330535,-0.00011886,0.00268394,0.00797222,-0.00062310,0.00166022,0.00240723,0.00807359,-0.00077105,0.00000492,0.00083671,0.01652756,0.00752779,-0.00647255,-0.02504480,-0.01944275,-0.01363742,0.00640207,-0.00118895,0.00000263,0.00214763,-0.00293781,0.00497246,0.00008358,-0.00070370,-0.01107146,0.01780026,0.00084193,0.00153697,-0.00068845,-0.01489863,-0.02242433,0.00162518,-0.00855065,-0.04824849,-0.00252075,-0.02162987,-0.00076757,0.00021894,0.00154063,0.00159539,-0.00304488,0.00075932,0.00151990,-0.00063870,-0.00046954,0.00014726,0.00034601,-0.00000942,-0.00025553,-0.01865784,-0.00017594,-0.00296614,0.00775143,-0.01475255,0.00105178,0.00071276,0.00264210,-0.00231457,0.00107967,-0.16574759,-0.00787971,-0.00916586,-0.03204404,-0.00035780,0.00335221,0.00308561,0.00117572,0.00000000,0.00000000,0.00023042,-0.00141191,0.00001010,0.00000000,0.00194520,0.00132265,-0.00120071,0.00547920,-0.00007709,0.00229450,0.00014353,0.00133444,0.00057085,0.00013616,0.00283793,-0.00044947,0.00091626,0.00129643,0.00318756,0.00017385,0.00042556,0.00013735,0.00862729,0.00001233,0.00020220,0.00162755,0.00014594,-0.00160805,0.00187269,0.00055702,-0.01062524,0.00000000,-0.00001177,-0.00014321,-0.00003321,0.00296939
Akkermansia,-0.05866978,-0.09421281,0.07156427,0.04771575,0.00914377,0.00819242,0.01830291,0.02284131,-0.00087406,0.00383971,0.00346412,0.00304606,0.00003552,0.00067182,-0.00047500,-0.00029451,0.00468265,0.00447347,0.00065847,0.00124667,-0.00032905,0.00849864,-0.00116582,0.00000000,-0.00016401,0.00323380,-0.00021581,-0.04065427,-0.02689553,-0.01625555,-0.01870473,-0.00702273,-0.01392457,-0.00078224,-0.00070720,0.01027497,-0.01593096,-0.00004227,0.00233881,-0.00469210,-0.02606960,0.01042468,0.00603943,0.00379724,0.01071201,-0.00563523,0.00462160,-0.00206129,0.00490871,0.00392734,-0.02321906,0.00003919,-0.00024712,-0.00051275,0.00113914,-0.00761363,0.00355022,0.00201859,0.00306430,0.00121188,-0.00361435,-0.00302576,0.00092718,0.00009093,-0.00898622,-0.00241973,-0.00031653,0.00906793,-0.01437485,0.00844317,-0.00417778,-0.00041405,0.00182002,0.00006627,0.00477832,0.00041824,0.02127387,-0.04980461,0.00293081,0.00010469,0.00261545,0.00078522,0.00183995,0.00000000,0.00181649,0.00257727,-0.00012735,0.00030034,0.00210808,-0.00033343,0.00374839,0.00433235,-0.00004707,-0.00031932,0.00414239,0.00187834,0.00008827,0.00006353,0.00320513,-0.00059669,-0.00162728,-0.00003520,-0.00062926,0.00280078,0.00237340,0.00067558,0.00507870,-0.00171979,-0.00010728,0.00077443,0.00011247,-0.00173626,0.00181621,0.00244273,-0.01347278,0.00000000,-0.00013156,0.00129832,-0.00871157,0.00863064
Bifidobacterium,-0.08611733,0.14620025,0.08376888,0.02664363,0.04900320,-0.00119747,0.05167665,0.04965530,-0.00236335,-0.00083751,-0.00473204,0.00134238,-0.00221524,0.00011516,-0.00149021,-0.00006919,0.00609335,0.01152057,0.00069378,-0.00079900,0.00214257,-0.00014878,-0.00005179,0.00000000,0.00278375,0.01395984,0.00553154,-0.00480363,0.02957595,0.00647790,0.02197299,-0.01658512,-0.02356177,-0.00031273,0.00037821,0.00551245,0.00179158,-0.00131124,-0.00965649,-0.01178107,0.02018954,-0.02345395,-0.00221354,0.00178079,-0.01513534,-0.05810494,-0.01111354,-0.02466161,-0.05340972,-0.00371045,-0.05397617,0.00144463,0.00002188,0.00261199,0.00078740,0.01113610,0.00265921,0.00130462,-0.00151115,-0.00137115,-0.01146473,0.00237951,0.00069539,-0.00233826,-0.00492976,0.00211367,-0.00664285,0.00386701,-0.02292688,-0.00502788,-0.00251901,-0.00343620,-0.00004474,-0.00049999,-0.12307846,-0.00411312,-0.01156735,0.03018368,-0.00433529,0.00064556,-0.00403668,0.00060906,0.00030716,0.00000000,0.00028758,-0.00027070,0.00013271,-0.00040915,0.00303998,0.00060523,0.00100058,0.00016585,-0.00009598,0.00125091,0.00491472,0.00121087,0.00042093,-0.00003370,-0.01125805,-0.00066771,-0.00066177,-0.00192722,-0.00747549,-0.00062939,-0.00129296,0.00030406,0.00069657,-0.00046438,0.00095627,0.00227997,0.00012555,0.00581478,0.00376372,0.00053896,0.00788452,0.00000000,0.00000000,-0.00175047,0.00496820,-0.00092117
